연번;자치구명;도로명;세부도로명;설치지점;쓰레기종류
1;종로구;사직로;경복궁역 4번출구;지하철역 입구;일반쓰레기
2;종로구;사직로;경복궁역 4번출구;지하철역 입구;재활용쓰레기
3;종로구;자하문로;자하문로 28;도로(가로)변;일반쓰레기
4;종로구;자하문로;자하문로 28; 도로(가로)변;재활용쓰레기
5;종로구;자하문로;자하문로 44; 도로(가로)변;일반쓰레기
6;종로구;자하문로;자하문로 44; 도로(가로)변;재활용쓰레기
7;종로구;자하문로;자하문로 68(효자동 정류소); 정류장(버스, 택시 등);일반쓰레기
8;종로구;자하문로;자하문로 68(효자동 정류소); 정류장(버스, 택시 등);재활용쓰레기
9;종로구;효자로;청와대 분수대(사랑채); 광장 등 다중집합장소;일반쓰레기
10;종로구;효자로;청와대 분수대(사랑채); 광장 등 다중집합장소;재활용쓰레기
11;종로구;자하문로;자하문로13-4앞; 도로(가로)변;일반쓰레기
12;종로구;자하문로;자하문로13-4앞; 도로(가로)변;재활용쓰레기
13;종로구;율곡로;삼청로1 맞은편 인도;광장, 공원 등 다중집합장소;일반쓰레기
14;종로구;율곡로;삼청로1 맞은편 인도;광장, 공원 등 다중집합장소;재활용쓰레기
15;종로구;자하문로;자하문로1길 26;상가지역;담배꽁초
16;종로구;자하문로;자하문로1길 12;상가지역;담배꽁초
17;종로구;자하문로;자하문로1길 50-1;상가지역;담배꽁초
18;종로구;자하문로;자하문로1길 34;상가지역;담배꽁초
19;종로구;자하문로;자하문로1길 49-4;상가지역;담배꽁초
20;종로구;자하문로;자하문로103-19;상가지역;담배꽁초
21;종로구;자하문로;자하문로1길 33;상가지역;담배꽁초
22;종로구;자하문로;자하문로1길 103-4;상가지역;담배꽁초
23;종로구;자하문로;자하문로1길 49-4;상가지역;담배꽁초
24;종로구;자하문로;자하문로1길 21;상가지역;담배꽁초
25;종로구;자하문로;자하문로1길 3-2;상가지역;담배꽁초
26;종로구;자하문로;자하문로1길 5;상가지역;담배꽁초
27;종로구;자하문로;자하문로1길 3;상가지역;담배꽁초
28;종로구;자하문로;자하문로 13-2;도로(가로)변;일반쓰레기
29;종로구;자하문로;자하문로 13-2;도로(가로)변;재활용쓰레기
30;종로구;자하문로;자하문로 82(경복궁 아트홀);도로(가로)변;일반쓰레기
31;종로구;자하문로;자하문로 82(경복궁 아트홀);도로(가로)변;재활용쓰레기
32;종로구;필운대로6길;사직동 주민센터;도로(가로)변;일반쓰레기
33;종로구;필운대로6길;사직동 주민센터;도로(가로)변;재활용쓰레기
34;종로구;새문안로;신문로2가 흥국생명 뒷편; 도로(가로)변;담배꽁초
35;종로구;새문안로;신문로2가 흥국생명 뒷편; 도로(가로)변;일반쓰레기
36;종로구;새문안로;새문안로 82 에스타워; 도로(가로)변;일반쓰레기
37;종로구;새문안로;새문안로 82 에스타워; 도로(가로)변;재활용쓰레기
38;종로구;세종대로;광화문 버스정류장(01-009);정류소(버스, 택시 등);일반쓰레기
39;종로구;세종대로;광화문 버스정류장(01-009);정류장(버스, 택시 등);일반쓰레기
40;종로구;청계천로;청계천입구;도로(가로)변;일반쓰레기
41;종로구;청계천로;청계천입구;도로(가로)변;재활용쓰레기
42;종로구;종로;종로14 한국무역공사;도로(가로)변;일반쓰레기
43;종로구;종로;종로14 한국무역공사;도로(가로)변;재활용쓰레기
44;종로구;종로;종로30-1 종로분식;도로(가로)변;일반쓰레기
45;종로구;종로;종로30-1 종로분식;도로(가로)변;재활용쓰레기
46;종로구;종로;종로1가 버스정류장;정류소(버스, 택시 등);일반쓰레기
47;종로구;종로;종로1가 버스정류장;정류소(버스, 택시 등);재활용쓰레기
48;종로구;종로;종로58 대한기독 서회;도로(가로)변;일반쓰레기
49;종로구;종로;종로59 대한기독 서회;도로(가로)변;재활용쓰레기
50;종로구;종로;종로80;도로(가로)변;일반쓰레기
51;종로구;종로;종로80;도로(가로)변;재활용쓰레기
52;종로구;종로;종로2가 버스정류장(01-013);정류소(버스, 택시 등);일반쓰레기
53;종로구;종로;종로2가 버스정류장(01-013);정류소(버스, 택시 등);일반쓰레기
54;종로구;삼일대로;삼일대로 버스정류장;정류소(버스, 택시 등);일반쓰레기
55;종로구;삼일대로;삼일대로 버스정류장;정류소(버스, 택시 등);일반쓰레기
56;종로구;종로;종로2가 버스정류장(01-014);정류장(버스, 택시 등);일반쓰레기
57;종로구;종로;종로2가 버스정류장(01-015);정류장(버스, 택시 등);일반쓰레기
58;종로구;종로;종로73;도로(가로)변;일반쓰레기
59;종로구;종로;종로74;도로(가로)변;재활용쓰레기
60;종로구;종로;종로51;도로(가로)변;일반쓰레기
61;종로구;종로;종로51;도로(가로)변;재활용쓰레기
62;종로구;종로;종각교차로;도로(가로)변;일반쓰레기
63;종로구;인사동길;인사동길51;광장 등 다중집합장소;일반쓰레기
64;종로구;인사동길;인사동길51;광장 등 다중집합장소;재활용쓰레기
65;종로구;인사동길;인사동길1;도로(가로)변;일반쓰레기
66;종로구;인사동길;인사동길1;도로(가로)변;재활용쓰레기
67;종로구;율곡로;율곡로46;도로(가로)변;일반쓰레기
68;종로구;율곡로;율곡로46;도로(가로)변;재활용쓰레기
69;종로구;삼일대로;삼일대로467;도로(가로)변;일반쓰레기
70;종로구;삼일대로;삼일대로467;도로(가로)변;재활용쓰레기
71;종로구;종로;종로1가 버스정류장(01-012);정류장(버스, 택시 등);일반쓰레기
72;종로구;종로;종로1가 버스정류장(01-012);정류장(버스, 택시 등);재활용쓰레기
73;종로구;종로;광화문버스정류장(01-010);정류장(버스, 택시 등);일반쓰레기
74;종로구;종로;광화문버스정류장(01-010);정류장(버스, 택시 등);재활용쓰레기
75;종로구;세종대로;광화문KT앞;도로(가로)변;일반쓰레기
76;종로구;세종대로;광화문KT앞;도로(가로)변;재활용쓰레기
77;종로구;종로;종로1길55 열린마당;도로(가로)변;일반쓰레기
78;종로구;종로;종로1길55 열린마당;도로(가로)변;재활용쓰레기
79;종로구;종로;종로5길 이마빌딩;도로(가로)변;일반쓰레기
80;종로구;종로;종로6길 이마빌딩;도로(가로)변;재활용쓰레기
81;종로구;세종대로;세종대로142  세종로공원;도로(가로)변;일반쓰레기
82;종로구;세종대로;세종대로142  세종로공원;도로(가로)변;재활용쓰레기
83;종로구;세종대로;세종대로175  세종문화회관;도로(가로)변;일반쓰레기
84;종로구;세종대로;세종대로176  세종문화회관;도로(가로)변;재활용쓰레기
85;종로구;세종대로;광화문역7번출구;지하철역 입구;일반쓰레기
86;종로구;세종대로;광화문역7번출구;지하철역 입구;재활용쓰레기
87;종로구;세종대로;광화문역8번출구;지하철역 입구;일반쓰레기
88;종로구;새문안로;신문로2가 103-1 삼원약국;도로(가로)변;일반쓰레기
89;종로구;세종대로;신문로2가 103-2 삼원약국;도로(가로)변;재활용쓰레기
90;종로구;새문안로;서울역사박물관 버스정류장(01-008);도로(가로)변;일반쓰레기
91;종로구;새문안로;서울역사박물관 버스정류장(01-007);도로(가로)변;일반쓰레기
92;종로구;통일로;통일로134;도로(가로)변;일반쓰레기
93;종로구;통일로;통일로134;도로(가로)변;재활용쓰레기
94;종로구;사직로;사직동 주민센터;도로(가로)변;일반쓰레기
95;종로구;사직로;사직동 주민센터;도로(가로)변;재활용쓰레기
96;종로구;사직로;경복궁역 7번출구;지하철역 입구;일반쓰레기
97;종로구;사직로;경북궁역 7번출구;도로(가로)변;재활용쓰레기
98;종로구;종로;종로 14(광화문우체국);도로(가로)변;일반쓰레기
99;종로구;종로;종로 14(광화문우체국);도로(가로)변;재활용쓰레기
100;종로구;사직로;사직단 버스정류장(01128);정류장(버스, 택시 등);일반쓰레기
101;종로구;종로;종로 34;도로(가로)변;일반쓰레기
102;종로구;종로;종로 34;도로(가로)변;재활용쓰레기
103;종로구;종로;종로 113;도로(가로)변;일반쓰레기
104;종로구;종로;종로 113;도로(가로)변;재활용쓰레기
105;종로구;종로;종로2가 YBM앞;정류장(버스, 택시 등);일반쓰레기
106;종로구;종로;종로3가 YBM앞;정류장(버스, 택시 등);일반쓰레기
107;종로구;종로;종로3가 맥도널드앞;정류장(버스, 택시 등);일반쓰레기
108;종로구;종로;종로4가 맥도널드앞;정류장(버스, 택시 등);일반쓰레기
109;종로구;종로;종로2가 버거킹앞;도로변(횡단보도 포함);일반쓰레기
110;종로구;종로;종로3가 버거킹앞;도로변(횡단보도 포함);재활용쓰레기
111;종로구;종로;종로3가 YBM앞;도로(가로)변;일반쓰레기
112;종로구;종로;종로4가 YBM앞;도로(가로)변;재활용쓰레기
113;종로구;종로;종묘앞;정류장(버스, 택시 등);일반쓰레기
114;종로구;종로;종묘앞;정류장(버스, 택시 등);일반쓰레기
115;종로구;종로;종로160 세운상가;도로(가로)변;일반쓰레기
116;종로구;종로;종로161 세운상가;도로(가로)변;재활용쓰레기
117;종로구;돈화문로;돈화문로 89;도로(가로)변;일반쓰레기
118;종로구;돈화문로;돈화문로 89;도로(가로)변;재활용쓰레기
119;종로구;율곡로;구풍문여고 앞;도로(가로)변;일반쓰레기
120;종로구;율곡로;구풍문여고 앞;도로(가로)변;재활용쓰레기
121;종로구;율곡로;구풍문여고 앞;도로(가로)변;일반쓰레기
122;종로구;율곡로;구풍문여고 앞;도로(가로)변;재활용쓰레기
123;종로구;율곡로;운니동 98-7;도로(가로)변;일반쓰레기
124;종로구;율곡로;운니동 98-8;도로(가로)변;재활용쓰레기
125;종로구;율곡로;재동99-4 안국역2번출구;도로(가로)변;일반쓰레기
126;종로구;율곡로;재동99-4 안국역2번출구;도로(가로)변;재활용쓰레기
127;종로구;북촌로;북촌로4길 7 재동초교앞;도로(가로)변;일반쓰레기
128;종로구;북촌로;북촌로4길 7 재동초교앞;도로(가로)변;재활용쓰레기
129;종로구;북촌로;북촌로58;도로(가로)변;일반쓰레기
130;종로구;북촌로;북촌로58;도로(가로)변;재활용쓰레기
131;종로구;북촌로;북촌로51 돈미약국앞;도로(가로)변;일반쓰레기
132;종로구;북촌로;북촌로51 돈미약국앞;도로(가로)변;재활용쓰레기
133;종로구;북촌로;북촌로35 가회동주민센터앞;도로(가로)변;일반쓰레기
134;종로구;북촌로;북촌로35 가회동주민센터앞;도로(가로)변;재활용쓰레기
135;종로구;북촌로;북촌로5가길3 정독도서관;도로(가로)변;일반쓰레기
136;종로구;북촌로;북촌로5가길3 정독도서관;도로(가로)변;재활용쓰레기
137;종로구;북촌로;율곡로3길 87;도로(가로)변;일반쓰레기
138;종로구;북촌로;율곡로3길 87;도로(가로)변;재활용쓰레기
139;종로구;삼청로;삼청로68 삼청파출소;도로(가로)변;일반쓰레기
140;종로구;삼청로;삼청로68 삼청파출소;도로(가로)변;재활용쓰레기
141;종로구;삼청로;삼청로68 삼청파출소;도로(가로)변;일반쓰레기
142;종로구;삼청로;삼청로99-1 총리 공관앞;도로(가로)변;일반쓰레기
143;종로구;삼청로;삼청로99-2 총리 공관앞;도로(가로)변;재활용쓰레기
144;종로구;삼청로;삼청로102;도로(가로)변;일반쓰레기
145;종로구;삼청로;삼청로102;도로(가로)변;재활용쓰레기
146;종로구;율곡로;연지동 1-14(현대그룹빌딩;도로(가로)변;일반쓰레기
147;종로구;율곡로;연지동 1-14(현대그룹빌딩;도로(가로)변;재활용쓰레기
148;종로구;북촌로;북촌로 8(헌법재판소 맞은편);도로(가로)변;일반쓰레기
149;종로구;북촌로;북촌로 8(헌법재판소 맞은편);도로(가로)변;재활용쓰레기
150;종로구;돈화문로;돈화문로 27;도로(가로)변;일반쓰레기
151;종로구;돈화문로;돈화문로 27;도로(가로)변;재활용쓰레기
152;종로구;종로;종로6가 동대문종합시장(01-021);정류장(버스, 택시 등);일반쓰레기
153;종로구;종로;종로6가 동대문종합시장(01-021);정류장(버스, 택시 등);재활용쓰레기
154;종로구;대학로;대학로95;도로(가로)변;일반쓰레기
155;종로구;대학로;대학로95;도로(가로)변;재활용쓰레기
156;종로구;창경궁로;창경궁로270 혜화동로터리;도로(가로)변;일반쓰레기
157;종로구;창경궁로;창경궁로270 혜화동로터리;도로(가로)변;재활용쓰레기
158;종로구;창경궁로;창경궁, 서울대병원정류소(01-224);정류장(버스, 택시 등);일반쓰레기
159;종로구;창경궁로;창경궁, 서울대병원정류소(01-224);정류장(버스, 택시 등);재활용쓰레기
160;종로구;창경궁로;창경궁, 서울대병원정류소(01-002);정류장(버스, 택시 등);일반쓰레기
161;종로구;창경궁로;창경궁, 서울대병원정류소(01-002);정류장(버스, 택시 등);재활용쓰레기
162;종로구;종로;종로6가 동대문종합시장(01-022);정류장(버스, 택시 등);일반쓰레기
163;종로구;종로;종로6가 동대문종합시장(01-022);정류장(버스, 택시 등);일반쓰레기
164;종로구;대학로;동성중고 버스정류장(01-229);정류장(버스, 택시 등);일반쓰레기
165;종로구;대학로;동성중고 버스정류장(01-229);정류장(버스, 택시 등);재활용쓰레기
166;종로구;대학로;마로니에공원 버스정류장(01-220);정류장(버스, 택시 등);일반쓰레기
167;종로구;대학로;마로니에공원 버스정류장(01-220);정류장(버스, 택시 등);재활용쓰레기
168;종로구;종로;종로5가 광장시장 버스정류장(01-020);정류장(버스, 택시 등);일반쓰레기
169;종로구;종로;종로5가 광장시장 버스정류장(01-020);정류장(버스, 택시 등);재활용쓰레기
170;종로구;창경궁로;명륜3가 성대입구 버스정류장(01-003);정류장(버스, 택시 등);일반쓰레기
171;종로구;창경궁로;명륜3가 성대입구 버스정류장(01-004);정류장(버스, 택시 등);재활용쓰레기
172;종로구;창경궁로;혜화로터리 버스정류장(01-005);정류장(버스, 택시 등);일반쓰레기
173;종로구;창경궁로;혜화로터리 버스정류장(01-005);정류장(버스, 택시 등);재활용쓰레기
174;종로구;종로;종로266앞;상가지역;일반쓰레기
175;종로구;종로;종로266앞;상가지역;일반쓰레기
176;종로구;종로;종로266앞;상가지역;일반쓰레기
177;종로구;종로;종로4가 종묘 버스정류장(01-018);정류장(버스, 택시 등);일반쓰레기
178;종로구;종로;종로4가 종묘 버스정류장(01-018);정류장(버스, 택시 등);재활용쓰레기
179;종로구;창경궁로;창경궁로 185;도로변(횡단보도 포함);일반쓰레기
180;종로구;창경궁로;창경궁로 185;도로변(횡단보도 포함);재활용쓰레기
181;종로구;창경궁로;연건동28-27;도로(가로)변;일반쓰레기
182;종로구;창경궁로;연건동28-27;도로(가로)변;재활용쓰레기
183;종로구;대학로;이화동 99(대학고삼거리);도로(가로)변;일반쓰레기
184;종로구;대학로;이화동 99(대학고삼거리);도로(가로)변;재활용쓰레기
185;종로구;종로;종로5가 광장시장 버스정류장(01-019);정류장(버스, 택시 등);일반쓰레기
186;종로구;종로;종로5가 광장시장 버스정류장(01-019);정류장(버스, 택시 등);재활용쓰레기
187;종로구;지봉로;구민회관 입구;도로(가로)변;일반쓰레기
188;종로구;지봉로;구민회관 입구;도로(가로)변;재활용쓰레기
189;종로구;지봉로;창신초교앞횡단보도;도로변(횡단보도 포함);일반쓰레기
190;종로구;지봉로;창신초교앞횡단보도;도로변(횡단보도 포함);재활용쓰레기
191;종로구;지봉로;창신역1번출구;지하철역 입구;일반쓰레기
192;종로구;지봉로;창신역2번출구;지하철역 입구;재활용쓰레기
193;종로구;종로;롯데캐슬앞;도로(가로)변;일반쓰레기
194;종로구;종로;세종로 kt앞 버스정류장;도로(가로)변;재활용쓰레기
195;종로구;종로;창신2동FS;도로(가로)변;일반쓰레기
196;종로구;종로;창신3동FS;도로(가로)변;재활용쓰레기
197;종로구;종로;종로300 동일빌딩앞;도로변(횡단보도 포함);일반쓰레기
198;종로구;종로;종로301 동일빌딩앞;도로변(횡단보도 포함);재활용쓰레기
199;종로구;종로;종로 413(우리은행앞);도로(가로)변;일반쓰레기
200;종로구;종로;종로 413(우리은행앞);도로(가로)변;재활용쓰레기
201;종로구;종로;동대문역 버스정류장(01-037);정류장(버스, 택시 등);일반쓰레기
202;중구;서소문로;시청.서소문청사 버스정류장 02-135;정류소(버스, 택시 등);일반쓰레기
203;중구;서소문로;시청.서소문청사 버스정류장 02-135;정류소(버스, 택시 등);재활용쓰레기
204;중구;서소문로;시청역 11번출구;지하철역 입구;일반쓰레기
205;중구;서소문로;시청역 11번출구;지하철역 입구;재활용쓰레기
206;중구;새문안로;정동사거리 삼성병원 맞은편 충정로1가(51-5);상가지역;일반쓰레기
207;중구;새문안로;정동사거리 삼성병원 맞은편 충정로1가(51-5);상가지역;재활용쓰레기
208;중구;청파로;한국경제신문사.서소문역사공원(02-108);정류소(버스, 택시 등);일반쓰레기
209;중구;청파로;한국경제신문사.서소문역사공원(02-108);정류소(버스, 택시 등);재활용쓰레기
210;중구;퇴계로;남대문시장.회현역 02-145;정류소(버스, 택시 등);일반쓰레기
211;중구;퇴계로;남대문시장.회현역 02-145;정류소(버스, 택시 등);재활용쓰레기
212;중구;퇴계로;티마크 호텔 앞 버스정류장 02-146;정류소(버스, 택시 등);일반쓰레기
213;중구;퇴계로;티마크 호텔 앞 버스정류장 02-146;정류소(버스, 택시 등);재활용쓰레기
214;중구;퇴계로;회현역 3번출구앞 (퇴계로 48-1);지하철역 입구;일반쓰레기
215;중구;퇴계로;회현역 3번출구앞 (퇴계로 48-1);지하철역 입구;재활용쓰레기
216;중구;칠패로;염천교 02-116;정류소(버스, 택시 등);일반쓰레기
217;중구;칠패로;염천교 02-116;정류소(버스, 택시 등);재활용쓰레기
218;중구;만리재로;손기정 체육공원 입구 버스정류장(02-102);정류소(버스, 택시 등);일반쓰레기
219;중구;만리재로;손기정 체육공원 입구 버스정류장(02-102);정류소(버스, 택시 등);재활용쓰레기
220;중구;서소문로;종근당 충정로역 버스정류장(02-107);정류소(버스, 택시 등);일반쓰레기
221;중구;서소문로;종근당 충정로역 버스정류장(02-107);정류소(버스, 택시 등);재활용쓰레기
222;중구;통일로;서울역 우체국 옆 버스정류장(02-685);정류소(버스, 택시 등);일반쓰레기
223;중구;통일로;서울역 우체국 옆 버스정류장(02-685);정류소(버스, 택시 등);재활용쓰레기
224;중구;퇴계로;명동역 2번 출구 뒤;지하철역 입구;일반쓰레기
225;중구;퇴계로;명동역 2번 출구 뒤;지하철역 입구;재활용쓰레기
226;중구;퇴계로;명동역 4번 출귀 뒤(버스정류장 02-149);정류소(버스, 택시 등);일반쓰레기
227;중구;퇴계로;명동역 4번 출귀 뒤(버스정류장 02-149);정류소(버스, 택시 등);재활용쓰레기
228;중구;퇴계로;명동역 5번 출구쪽(밀리오레) 버스정류장 02-150;정류소(버스, 택시 등);일반쓰레기
229;중구;퇴계로;명동역 5번 출구쪽(밀리오레) 버스정류장 02-150;정류소(버스, 택시 등);재활용쓰레기
230;중구;퇴계로;한옥마을 버스정류장 명동방면 (02-151);정류소(버스, 택시 등);일반쓰레기
231;중구;퇴계로;한옥마을 버스정류장 명동방면 (02-151);정류소(버스, 택시 등);재활용쓰레기
232;중구;퇴계로;충무파출소 앞 ;광장, 공원 등 다중집합장소;일반쓰레기
233;중구;퇴계로;충무파출소 앞 ;광장, 공원 등 다중집합장소;재활용쓰레기
234;중구;퇴계로;명동역 6번출구 앞;지하철역 입구;일반쓰레기
235;중구;퇴계로;명동역 6번출구 앞;지하철역 입구;일반쓰레기
236;중구;퇴계로;명동역 6번출구 앞;지하철역 입구;일반쓰레기
237;중구;퇴계로;명동역 6번출구 앞;지하철역 입구;재활용쓰레기
238;중구;퇴계로;명동역 6번출구 앞;지하철역 입구;재활용쓰레기
239;중구;퇴계로;명동역 6번출구 앞;지하철역 입구;재활용쓰레기
240;중구;삼일대로;평화방송앞 버스환승센터 02-002;정류소(버스, 택시 등);일반쓰레기
241;중구;삼일대로;평화방송앞 버스환승센터 02-002;정류소(버스, 택시 등);일반쓰레기
242;중구;삼일대로;평화방송앞 버스환승센터 02-002;정류소(버스, 택시 등);재활용쓰레기
243;중구;삼일대로;남대문세무서 앞 환승센터 02-001;정류소(버스, 택시 등);일반쓰레기
244;중구;삼일대로;남대문세무서 앞 환승센터 02-001;정류소(버스, 택시 등);재활용쓰레기
245;중구;을지로;명동 하나은행본점 앞 ;상가지역;일반쓰레기
246;중구;을지로;명동 하나은행본점 앞 ;상가지역;재활용쓰레기
247;중구;남대문로;명동입구 관광경찰초소;상가지역;일반쓰레기
248;중구;남대문로;명동입구 관광경찰초소;상가지역;재활용쓰레기
249;중구;명동길;명동 신한은행 앞;상가지역;일반쓰레기
250;중구;명동길;명동 신한은행 앞;상가지역;일반쓰레기
251;중구;명동길;명동 신한은행 앞;상가지역;일반쓰레기
252;중구;명동길;명동 신한은행 앞;상가지역;일반쓰레기
253;중구;명동길;명동 신한은행 앞;상가지역;재활용쓰레기
254;중구;명동길;명동 신한은행 앞;상가지역;재활용쓰레기
255;중구;명동길;명동 신한은행 앞;상가지역;재활용쓰레기
256;중구;명동길;명동 신한은행 앞;상가지역;재활용쓰레기
257;중구;명동길;명동 우리은행 앞;상가지역;일반쓰레기
258;중구;명동길;명동 우리은행 앞;상가지역;일반쓰레기
259;중구;명동길;명동 우리은행 앞;상가지역;재활용쓰레기
260;중구;명동길;명동 우리은행 앞;상가지역;재활용쓰레기
261;중구;남대문로;명동 국민은행앞 버스정류장(02-253);정류소(버스, 택시 등);일반쓰레기
262;중구;남대문로;명동 국민은행앞 버스정류장(02-253);정류소(버스, 택시 등);재활용쓰레기
263;중구;퇴계로;명동역 국민은행 앞(공항버스정류장 퇴계로 131);정류소(버스, 택시 등);일반쓰레기
264;중구;퇴계로;명동역 국민은행 앞(공항버스정류장 퇴계로 131);정류소(버스, 택시 등);재활용쓰레기
265;중구;남대문로;한국은행.신세계앞 버스정류장(02-278);정류소(버스, 택시 등);일반쓰레기
266;중구;남대문로;한국은행.신세계앞 버스정류장(02-278);정류소(버스, 택시 등);재활용쓰레기
267;중구;삼일대로;명동 성당 앞;광장, 공원 등 다중집합장소;일반쓰레기
268;중구;삼일대로;명동 성당 앞;광장, 공원 등 다중집합장소;재활용쓰레기
269;중구;명동길;명동 자라 골목;상가지역;일반쓰레기
270;중구;명동길;명동 자라 골목;상가지역;재활용쓰레기
271;중구;명동9길;명동 원당감자탕 앞(명동9길 13);상가지역;일반쓰레기
272;중구;명동9길;명동 원당감자탕 앞(명동9길 13);상가지역;재활용쓰레기
273;중구;삼일대로;명동지하쇼핑센터 15번 출구;상가지역;일반쓰레기
274;중구;삼일대로;명동지하쇼핑센터 15번 출구;상가지역;일반쓰레기
275;중구;삼일대로;명동지하쇼핑센터 15번 출구;상가지역;재활용쓰레기
276;중구;삼일대로;명동지하쇼핑센터 15번 출구;상가지역;재활용쓰레기
277;중구;삼일대로;롯데영프라자(한진빌딩)앞 버스정류장(02-142);정류소(버스, 택시 등);일반쓰레기
278;중구;삼일대로;롯데영프라자(한진빌딩)앞 버스정류장(02-142);정류소(버스, 택시 등);재활용쓰레기
279;중구;삼일대로;해운센터.롯데영프라자 버스정류장(02-141);정류소(버스, 택시 등);일반쓰레기
280;중구;삼일대로;해운센터.롯데영프라자 버스정류장(02-141);정류소(버스, 택시 등);재활용쓰레기
281;중구;을지로;을지로입구, 로얄호텔 버스정류장 02-156;정류소(버스, 택시 등);일반쓰레기
282;중구;을지로;을지로입구, 로얄호텔 버스정류장 02-156;정류소(버스, 택시 등);재활용쓰레기
283;중구;을지로;을지로2가, 기업은행본점 앞 버스정류장 02-158;정류소(버스, 택시 등);일반쓰레기
284;중구;을지로;을지로2가, 기업은행본점 앞 버스정류장 02-158;정류소(버스, 택시 등);재활용쓰레기
285;중구;을지로;을지로2가, 파인에비뉴 앞 버스정류장(02-159);정류소(버스, 택시 등);일반쓰레기
286;중구;을지로;을지로2가, 파인에비뉴 앞 버스정류장(02-159);정류소(버스, 택시 등);재활용쓰레기
287;중구;을지로;을지로3가 버스정류장(02-161);정류소(버스, 택시 등);일반쓰레기
288;중구;을지로;을지로3가 버스정류장(02-161);정류소(버스, 택시 등);재활용쓰레기
289;중구;을지로;을지로 3가 12번출구 뒤;지하철역 입구;일반쓰레기
290;중구;을지로;을지로 3가 12번출구 뒤;지하철역 입구;재활용쓰레기
291;중구;남대문로;북창동.남대문시장 버스정류장(02-127);정류소(버스, 택시 등);일반쓰레기
292;중구;남대문로;북창동.남대문시장 버스정류장(02-127);정류소(버스, 택시 등);재활용쓰레기
293;중구;소공로;시청광장 버스정류장(02-641);정류소(버스, 택시 등);일반쓰레기
294;중구;소공로;시청광장 버스정류장(02-641);정류소(버스, 택시 등);재활용쓰레기
295;중구;을지로;을지로입구.시청입구(02-157);정류소(버스, 택시 등);일반쓰레기
296;중구;을지로;을지로입구.시청입구(02-157);정류소(버스, 택시 등);재활용쓰레기
297;중구;남대문로;우리은행종로지점 버스정류장(02-139);정류소(버스, 택시 등);일반쓰레기
298;중구;남대문로;우리은행종로지점 버스정류장(02-139);정류소(버스, 택시 등);재활용쓰레기
299;중구;청계천로;청계1가.광교 버스정류장(02-224);정류소(버스, 택시 등);일반쓰레기
300;중구;청계천로;청계1가.광교 버스정류장(02-224);정류소(버스, 택시 등);재활용쓰레기
301;중구;을지로;을지로3가 3번출구;지하철역 입구;일반쓰레기
302;중구;을지로;을지로3가 3번출구;지하철역 입구;재활용쓰레기
303;중구;을지로;을지로3가 대림상가 버스정류장(02-162);정류소(버스, 택시 등);일반쓰레기
304;중구;을지로;을지로3가 대림상가 버스정류장(02-162);정류소(버스, 택시 등);재활용쓰레기
305;중구;을지로;을지로5가 방산시장앞 버스정류장(02-272);정류소(버스, 택시 등);일반쓰레기
306;중구;을지로;을지로5가 방산시장앞 버스정류장(02-272);정류소(버스, 택시 등);재활용쓰레기
307;중구;을지로;을지로5가 중부시장 버스정류장(02-166);정류소(버스, 택시 등);일반쓰레기
308;중구;을지로;을지로5가 중부시장 버스정류장(02-166);정류소(버스, 택시 등);재활용쓰레기
309;중구;을지로;을지로6가 국립의료원 앞 버스정류장(02-172);정류소(버스, 택시 등);일반쓰레기
310;중구;을지로;을지로6가 국립의료원 앞 버스정류장(02-172);정류소(버스, 택시 등);재활용쓰레기
311;중구;을지로;을지로6가 둘둘치킨 버스정류장(02-169);정류소(버스, 택시 등);일반쓰레기
312;중구;을지로;을지로6가 둘둘치킨 버스정류장(02-169);정류소(버스, 택시 등);재활용쓰레기
313;중구;장충단로;장충단로 파리바게트(장충점) 앞 버스정류장(02-204);정류소(버스, 택시 등);일반쓰레기
314;중구;장충단로;장충단로 파리바게트(장충점) 앞 버스정류장(02-204);정류소(버스, 택시 등);재활용쓰레기
315;중구;을지로;을지로 4가 로터리 농협 앞 (버스정류장 02-165);정류소(버스, 택시 등);일반쓰레기
316;중구;을지로;을지로 4가 로터리 농협 앞 (버스정류장 02-165);정류소(버스, 택시 등);재활용쓰레기
317;중구;을지로;을지로 4가역 버스정류장 02-163;정류소(버스, 택시 등);일반쓰레기
318;중구;을지로;을지로 4가역 버스정류장 02-163;정류소(버스, 택시 등);재활용쓰레기
319;중구;충무로;충무로역 7번출구 매일경제신문 버스정류장(02-242);정류소(버스, 택시 등);일반쓰레기
320;중구;충무로;충무로역 7번출구 매일경제신문 버스정류장(02-242);정류소(버스, 택시 등);재활용쓰레기
321;중구;충무로;충무로역2번출구 대한극장 앞버스정류(02-153);정류소(버스, 택시 등);일반쓰레기
322;중구;충무로;충무로역2번출구 대한극장 앞버스정류(02-153);정류소(버스, 택시 등);재활용쓰레기
323;중구;충무로;충무로역8번출구.대한극장앞 버스정류장(02-154);정류소(버스, 택시 등);일반쓰레기
324;중구;충무로;충무로역8번출구.대한극장앞 버스정류장(02-154);정류소(버스, 택시 등);재활용쓰레기
325;중구;퇴계로;퇴계로6가 CJ제일제당 앞 정류장 02-206;정류소(버스, 택시 등);일반쓰레기
326;중구;퇴계로;퇴계로6가 CJ제일제당 앞 정류장 02-206;정류소(버스, 택시 등);재활용쓰레기
