연번;자치구명;도로명;세부도로명;설치지점;쓰레기종류
3838;강남구;도산대로;을지병원;도로변(횡단보도 포함);일반쓰레기
3839;강남구;도산대로;을지병원;도로변(횡단보도 포함);재활용쓰레기
3840;강남구;도산대로;에이스침대;도로변(횡단보도 포함);일반쓰레기
3841;강남구;도산대로;에이스침대;도로변(횡단보도 포함);재활용쓰레기
3842;강남구;도산대로;아우디 도산대로전시장;도로변(횡단보도 포함);일반쓰레기
3843;강남구;도산대로;아우디 도산대로전시장;도로변(횡단보도 포함);재활용쓰레기
3844;강남구;도산대로;신한은행 도산대로지점;정류소(버스, 택시 등);일반쓰레기
3845;강남구;도산대로;신한은행 도산대로지점;정류소(버스, 택시 등);재활용쓰레기
3846;강남구;도산대로;삼성;도로변(횡단보도 포함);일반쓰레기
3847;강남구;도산대로;삼성;도로변(횡단보도 포함);재활용쓰레기
3848;강남구;도산대로;하나금융프라자 학동지점;도로변(횡단보도 포함);일반쓰레기
3849;강남구;도산대로;하나금융프라자 학동지점;도로변(횡단보도 포함);재활용쓰레기
3850;강남구;도산대로;포르쉐스튜디오;도로변(횡단보도 포함);일반쓰레기
3851;강남구;도산대로;포르쉐스튜디오;도로변(횡단보도 포함);재활용쓰레기
3852;강남구;도산대로;SSG푸드마켓 청담점;정류소(버스, 택시 등);일반쓰레기
3853;강남구;도산대로;SSG푸드마켓 청담점;정류소(버스, 택시 등);재활용쓰레기
3854;강남구;도산대로;보테가라운지;도로변(횡단보도 포함);일반쓰레기
3855;강남구;도산대로;보테가라운지;도로변(횡단보도 포함);재활용쓰레기
3856;강남구;도산대로;청담빌딩;도로변(횡단보도 포함);일반쓰레기
3857;강남구;도산대로;청담빌딩;도로변(횡단보도 포함);재활용쓰레기
3858;강남구;도산대로;스타벅스 청담점;정류소(버스, 택시 등);일반쓰레기
3859;강남구;도산대로;스타벅스 청담점;정류소(버스, 택시 등);재활용쓰레기
3860;강남구;도산대로;프리마호텔;도로변(횡단보도 포함);일반쓰레기
3861;강남구;도산대로;프리마호텔;도로변(횡단보도 포함);재활용쓰레기
3862;강남구;학동로;세븐일레븐 청담루나점;정류소(버스, 택시 등);일반쓰레기
3863;강남구;학동로;세븐일레븐 청담루나점;정류소(버스, 택시 등);재활용쓰레기
3864;강남구;학동로;진흥아파트 5동 앞;지하철역 입구;일반쓰레기
3865;강남구;학동로;진흥아파트 5동 앞;지하철역 입구;재활용쓰레기
3866;강남구;학동로;청담역 11번출구;지하철역 입구;일반쓰레기
3867;강남구;학동로;청담역 11번출구;지하철역 입구;재활용쓰레기
3868;강남구;학동로;청담역 10번출구;지하철역 입구;일반쓰레기
3869;강남구;학동로;청담역 10번출구;지하철역 입구;재활용쓰레기
3870;강남구;학동로;강남세무서;정류소(버스, 택시 등);일반쓰레기
3871;강남구;학동로;강남세무서;정류소(버스, 택시 등);재활용쓰레기
3872;강남구;학동로;삼성아파트 101동 앞;정류소(버스, 택시 등);일반쓰레기
3873;강남구;학동로;삼성아파트 101동 앞;정류소(버스, 택시 등);재활용쓰레기
3874;강남구;학동로;강남구청역 4번출구;지하철역 입구;일반쓰레기
3875;강남구;학동로;강남구청역 4번출구;지하철역 입구;재활용쓰레기
3876;강남구;학동로;강남구청역 3번출구;지하철역 입구;일반쓰레기
3877;강남구;학동로;강남구청역 3번출구;지하철역 입구;재활용쓰레기
3878;강남구;학동로;T-WORLD(HOSIG 타워);정류소(버스, 택시 등);일반쓰레기
3879;강남구;학동로;T-WORLD(HOSIG 타워);정류소(버스, 택시 등);재활용쓰레기
3880;강남구;학동로;바나프레소 세관사거리점;도로변(횡단보도 포함);일반쓰레기
3881;강남구;학동로;바나프레소 세관사거리점;도로변(횡단보도 포함);재활용쓰레기
3882;강남구;학동로;서울제이에스병원;정류소(버스, 택시 등);일반쓰레기
3883;강남구;학동로;서울제이에스병원;정류소(버스, 택시 등);재활용쓰레기
3884;강남구;학동로;논현2동 파출소;도로변(횡단보도 포함);일반쓰레기
3885;강남구;학동로;논현2동 파출소;도로변(횡단보도 포함);재활용쓰레기
3886;강남구;학동로;학동역9번 출구;지하철역 입구;일반쓰레기
3887;강남구;학동로;학동역9번 출구;지하철역 입구;재활용쓰레기
3888;강남구;학동로;학동역6번 출구;지하철역 입구;일반쓰레기
3889;강남구;학동로;학동역6번 출구;지하철역 입구;재활용쓰레기
3890;강남구;학동로;삼익뮤직프라자;정류소(버스, 택시 등);일반쓰레기
3891;강남구;학동로;삼익뮤직프라자;정류소(버스, 택시 등);재활용쓰레기
3892;강남구;학동로;나뚜찌;도로변(횡단보도 포함);일반쓰레기
3893;강남구;학동로;나뚜찌;도로변(횡단보도 포함);재활용쓰레기
3894;강남구;학동로;포레힐호텔;정류소(버스, 택시 등);일반쓰레기
3895;강남구;학동로;포레힐호텔;정류소(버스, 택시 등);재활용쓰레기
3896;강남구;학동로;논현역8번 출구;지하철역 입구;일반쓰레기
3897;강남구;학동로;논현역8번 출구;지하철역 입구;재활용쓰레기
3898;강남구;학동로;영동가구(학동로106);정류소(버스, 택시 등);일반쓰레기
3899;강남구;학동로;영동가구(학동로106);정류소(버스, 택시 등);재활용쓰레기
3900;강남구;학동로;학동역5번 출구;지하철역 입구;일반쓰레기
3901;강남구;학동로;학동역5번 출구;지하철역 입구;재활용쓰레기
3902;강남구;학동로;학동역2번 출구;지하철역 입구;일반쓰레기
3903;강남구;학동로;학동역2번 출구;지하철역 입구;재활용쓰레기
3904;강남구;학동로;학동역1번 출구;지하철역 입구;일반쓰레기
3905;강남구;학동로;학동역1번 출구;지하철역 입구;재활용쓰레기
3906;강남구;학동로;쌍용자동차 강남논현전시장;도로변(횡단보도 포함);일반쓰레기
3907;강남구;학동로;쌍용자동차 강남논현전시장;도로변(횡단보도 포함);재활용쓰레기
3908;강남구;학동로;카페마스터;정류소(버스, 택시 등);일반쓰레기
3909;강남구;학동로;카페마스터;정류소(버스, 택시 등);재활용쓰레기
3910;강남구;학동로;정관장 강남구청역점;정류소(버스, 택시 등);일반쓰레기
3911;강남구;학동로;정관장 강남구청역점;정류소(버스, 택시 등);재활용쓰레기
3912;강남구;학동로;허브프라자;도로변(횡단보도 포함);일반쓰레기
3913;강남구;학동로;허브프라자;도로변(횡단보도 포함);재활용쓰레기
3914;강남구;학동로;서광아파트 101동앞;정류소(버스, 택시 등);일반쓰레기
3915;강남구;학동로;서광아파트 101동앞;정류소(버스, 택시 등);재활용쓰레기
3916;강남구;학동로;삼성월드 아파트 앞;도로변(횡단보도 포함);일반쓰레기
3917;강남구;학동로;삼성월드 아파트 앞;도로변(횡단보도 포함);재활용쓰레기
3918;강남구;학동로;한솔아파트 101동 앞;도로변(횡단보도 포함);일반쓰레기
3919;강남구;학동로;한솔아파트 101동 앞;도로변(횡단보도 포함);재활용쓰레기
3920;강남구;학동로;강남구청;도로변(횡단보도 포함);일반쓰레기
3921;강남구;학동로;강남구청;도로변(횡단보도 포함);재활용쓰레기
3922;강남구;학동로;강남구청;정류소(버스, 택시 등);일반쓰레기
3923;강남구;학동로;강남구청;정류소(버스, 택시 등);재활용쓰레기
3924;강남구;학동로;상아아파트1동(학동로446);도로변(횡단보도 포함);일반쓰레기
3925;강남구;학동로;상아아파트1동(학동로446);도로변(횡단보도 포함);재활용쓰레기
3926;강남구;학동로;청담역4번 출구;지하철역 입구;일반쓰레기
3927;강남구;학동로;청담역4번 출구;지하철역 입구;재활용쓰레기
3928;강남구;학동로;청담불한증막;정류소(버스, 택시 등);일반쓰레기
3929;강남구;학동로;청담불한증막;정류소(버스, 택시 등);재활용쓰레기
3930;강남구;봉은사로;삼성라테라스아파트;도로변(횡단보도 포함);일반쓰레기
3931;강남구;봉은사로;삼성라테라스아파트;도로변(횡단보도 포함);재활용쓰레기
3932;강남구;봉은사로;달콤커피 삼성점;정류소(버스, 택시 등);일반쓰레기
3933;강남구;봉은사로;달콤커피 삼성점;정류소(버스, 택시 등);재활용쓰레기
3934;강남구;봉은사로;미켈란107;도로변(횡단보도 포함);일반쓰레기
3935;강남구;봉은사로;미켈란107;도로변(횡단보도 포함);재활용쓰레기
3936;강남구;봉은사로;봉은사역 1번출구;도로변(횡단보도 포함);일반쓰레기
3937;강남구;봉은사로;봉은사역 1번출구;도로변(횡단보도 포함);재활용쓰레기
3938;강남구;봉은사로;GS25 봉은사점;정류소(버스, 택시 등);일반쓰레기
3939;강남구;봉은사로;GS25 봉은사점;정류소(버스, 택시 등);재활용쓰레기
3940;강남구;봉은사로;봉은사;도로변(횡단보도 포함);일반쓰레기
3941;강남구;봉은사로;봉은사;도로변(횡단보도 포함);재활용쓰레기
3942;강남구;봉은사로;더라빌입구;도로변(횡단보도 포함);일반쓰레기
3943;강남구;봉은사로;더라빌입구;도로변(횡단보도 포함);재활용쓰레기
3944;강남구;봉은사로;오천주유소;도로변(횡단보도 포함);일반쓰레기
3945;강남구;봉은사로;오천주유소;도로변(횡단보도 포함);재활용쓰레기
3946;강남구;봉은사로;국민은행 삼성중앙역지점;도로변(횡단보도 포함);일반쓰레기
3947;강남구;봉은사로;국민은행 삼성중앙역지점;도로변(횡단보도 포함);재활용쓰레기
3948;강남구;봉은사로;롯데슈퍼 봉은사로점;정류소(버스, 택시 등);일반쓰레기
3949;강남구;봉은사로;롯데슈퍼 봉은사로점;정류소(버스, 택시 등);재활용쓰레기
3950;강남구;봉은사로;한국통신사업자;정류소(버스, 택시 등);일반쓰레기
3951;강남구;봉은사로;한국통신사업자;정류소(버스, 택시 등);재활용쓰레기
3952;강남구;봉은사로;삼성2동주민센터;정류소(버스, 택시 등);일반쓰레기
3953;강남구;봉은사로;삼성2동주민센터;정류소(버스, 택시 등);재활용쓰레기
3954;강남구;봉은사로;화천장어;정류소(버스, 택시 등);일반쓰레기
3955;강남구;봉은사로;화천장어;정류소(버스, 택시 등);재활용쓰레기
3956;강남구;봉은사로;"쿨마트 논현점 아크로힐스 논현아파트 104동 앞)";정류소(버스, 택시 등);일반쓰레기
3957;강남구;봉은사로;"쿨마트 논현점 아크로힐스 논현아파트 104동 앞)";정류소(버스, 택시 등);재활용쓰레기
3958;강남구;봉은사로;아크로힐스 103동 앞;도로변(횡단보도 포함);일반쓰레기
3959;강남구;봉은사로;아크로힐스 103동 앞;도로변(횡단보도 포함);재활용쓰레기
3960;강남구;봉은사로;타이어T-스테이션 강남논현점;정류소(버스, 택시 등);일반쓰레기
3961;강남구;봉은사로;타이어T-스테이션 강남논현점;정류소(버스, 택시 등);재활용쓰레기
3962;강남구;봉은사로;올리브영 언주역점;정류소(버스, 택시 등);일반쓰레기
3963;강남구;봉은사로;올리브영 언주역점;정류소(버스, 택시 등);재활용쓰레기
3964;강남구;봉은사로;거평타운;도로변(횡단보도 포함);일반쓰레기
3965;강남구;봉은사로;거평타운;도로변(횡단보도 포함);재활용쓰레기
3966;강남구;봉은사로;E·S타워;정류소(버스, 택시 등);일반쓰레기
3967;강남구;봉은사로;E·S타워;정류소(버스, 택시 등);재활용쓰레기
3968;강남구;봉은사로;신논현역(봉은사로 110);정류소(버스, 택시 등);일반쓰레기
3969;강남구;봉은사로;신논현역(봉은사로 110);정류소(버스, 택시 등);재활용쓰레기
3970;강남구;봉은사로;삼정호텔(차병원 건강검진센터);정류소(버스, 택시 등);일반쓰레기
3971;강남구;봉은사로;삼정호텔(차병원 건강검진센터);정류소(버스, 택시 등);재활용쓰레기
3972;강남구;봉은사로;여송빌딩;도로변(횡단보도 포함);일반쓰레기
3973;강남구;봉은사로;여송빌딩;도로변(횡단보도 포함);재활용쓰레기
3974;강남구;봉은사로;송산빌딩;정류소(버스, 택시 등);일반쓰레기
3975;강남구;봉은사로;송산빌딩;정류소(버스, 택시 등);재활용쓰레기
3976;강남구;봉은사로;홍익궁중육개장;도로변(횡단보도 포함);일반쓰레기
3977;강남구;봉은사로;홍익궁중육개장;도로변(횡단보도 포함);재활용쓰레기
3978;강남구;봉은사로;자미온;도로변(횡단보도 포함);일반쓰레기
3979;강남구;봉은사로;자미온;도로변(횡단보도 포함);재활용쓰레기
3980;강남구;봉은사로;우리은행 역삼동지점;도로변(횡단보도 포함);일반쓰레기
3981;강남구;봉은사로;우리은행 역삼동지점;도로변(횡단보도 포함);재활용쓰레기
3982;강남구;봉은사로;NK타워;정류소(버스, 택시 등);일반쓰레기
3983;강남구;봉은사로;NK타워;정류소(버스, 택시 등);재활용쓰레기
3984;강남구;봉은사로;창일빌딩;정류소(버스, 택시 등);일반쓰레기
3985;강남구;봉은사로;창일빌딩;정류소(버스, 택시 등);재활용쓰레기
3986;강남구;봉은사로;라마다호텔;도로변(횡단보도 포함);일반쓰레기
3987;강남구;봉은사로;라마다호텔;도로변(횡단보도 포함);재활용쓰레기
3988;강남구;봉은사로;구다모;정류소(버스, 택시 등);일반쓰레기
3989;강남구;봉은사로;구다모;정류소(버스, 택시 등);재활용쓰레기
3990;강남구;봉은사로;우리은행 삼성중앙역지점;정류소(버스, 택시 등);일반쓰레기
3991;강남구;봉은사로;우리은행 삼성중앙역지점;정류소(버스, 택시 등);재활용쓰레기
3992;강남구;봉은사로;이마트 삼성동점;도로변(횡단보도 포함);일반쓰레기
3993;강남구;봉은사로;이마트 삼성동점;도로변(횡단보도 포함);재활용쓰레기
3994;강남구;봉은사로;아셈회의장;정류소(버스, 택시 등);일반쓰레기
3995;강남구;봉은사로;아셈회의장;정류소(버스, 택시 등);재활용쓰레기
3996;강남구;봉은사로;광동한방병원;정류소(버스, 택시 등);일반쓰레기
3997;강남구;봉은사로;광동한방병원;정류소(버스, 택시 등);재활용쓰레기
3998;강남구;봉은사로;신의주찹쌀순대;정류소(버스, 택시 등);일반쓰레기
3999;강남구;봉은사로;신의주찹쌀순대;정류소(버스, 택시 등);재활용쓰레기
4000;강남구;테헤란로;삼성빌딩;정류소(버스, 택시 등);일반쓰레기
4001;강남구;테헤란로;삼성빌딩;정류소(버스, 택시 등);재활용쓰레기
4002;강남구;테헤란로;삼성역8번 출구;지하철역 입구;일반쓰레기
4003;강남구;테헤란로;삼성역8번 출구;지하철역 입구;재활용쓰레기
4004;강남구;테헤란로;K타워(삼성동 158-23);도로변(횡단보도 포함);일반쓰레기
4005;강남구;테헤란로;K타워(삼성동 158-23);도로변(횡단보도 포함);재활용쓰레기
4006;강남구;테헤란로;국민은행 삼성동지점;도로변(횡단보도 포함);일반쓰레기
4007;강남구;테헤란로;국민은행 삼성동지점;도로변(횡단보도 포함);재활용쓰레기
4008;강남구;테헤란로;KB우준타워;도로변(횡단보도 포함);일반쓰레기
4009;강남구;테헤란로;KB우준타워;도로변(횡단보도 포함);재활용쓰레기
4010;강남구;테헤란로;연당빌딩;정류소(버스, 택시 등);일반쓰레기
4011;강남구;테헤란로;연당빌딩;정류소(버스, 택시 등);재활용쓰레기
4012;강남구;테헤란로;삼성생명;도로변(횡단보도 포함);일반쓰레기
4013;강남구;테헤란로;삼성생명;도로변(횡단보도 포함);재활용쓰레기
4014;강남구;테헤란로;선릉역10번 출구;지하철역 입구;일반쓰레기
4015;강남구;테헤란로;선릉역10번 출구;지하철역 입구;재활용쓰레기
4016;강남구;테헤란로;선릉역6번 출구;지하철역 입구;일반쓰레기
4017;강남구;테헤란로;선릉역6번 출구;지하철역 입구;재활용쓰레기
4018;강남구;테헤란로;선릉역5번 출구;지하철역 입구;일반쓰레기
4019;강남구;테헤란로;선릉역5번 출구;지하철역 입구;재활용쓰레기
4020;강남구;테헤란로;동훈타운;도로변(횡단보도 포함);일반쓰레기
4021;강남구;테헤란로;동훈타운;도로변(횡단보도 포함);재활용쓰레기
4022;강남구;테헤란로;한국기술센터;정류소(버스, 택시 등);일반쓰레기
4023;강남구;테헤란로;한국기술센터;정류소(버스, 택시 등);재활용쓰레기
4024;강남구;테헤란로;라마다르네상스;기타(지하보도 앞);일반쓰레기
4025;강남구;테헤란로;라마다르네상스;기타(지하보도 앞);재활용쓰레기
4026;강남구;테헤란로;뱅뱅본사직영점;도로변(횡단보도 포함);일반쓰레기
4027;강남구;테헤란로;뱅뱅본사직영점;도로변(횡단보도 포함);재활용쓰레기
4028;강남구;테헤란로;KEB하나은행 역삼역금융센터;정류소(버스, 택시 등);일반쓰레기
4029;강남구;테헤란로;KEB하나은행 역삼역금융센터;정류소(버스, 택시 등);재활용쓰레기
4030;강남구;테헤란로;역삼역8번 출구;지하철역 입구;일반쓰레기
4031;강남구;테헤란로;역삼역8번 출구;지하철역 입구;재활용쓰레기
4032;강남구;테헤란로;역삼역5번 출구;지하철역 입구;일반쓰레기
4033;강남구;테헤란로;역삼역5번 출구;지하철역 입구;재활용쓰레기
4034;강남구;테헤란로;역삼역4번출구;지하철역 입구;일반쓰레기
4035;강남구;테헤란로;역삼역4번출구;지하철역 입구;재활용쓰레기
4036;강남구;테헤란로;특허청;도로변(횡단보도 포함);일반쓰레기
4037;강남구;테헤란로;특허청;도로변(횡단보도 포함);재활용쓰레기
4038;강남구;테헤란로;여삼빌딩;도로변(횡단보도 포함);일반쓰레기
4039;강남구;테헤란로;여삼빌딩;도로변(횡단보도 포함);재활용쓰레기
4040;강남구;테헤란로;단풍나무집 강남점;정류소(버스, 택시 등);일반쓰레기
4041;강남구;테헤란로;단풍나무집 강남점;정류소(버스, 택시 등);재활용쓰레기
4042;강남구;테헤란로;강남역 12번출구;지하철역 입구;일반쓰레기
4043;강남구;테헤란로;강남역 12번출구;지하철역 입구;재활용쓰레기
4044;강남구;강남대로;신사빌딩;정류소(버스, 택시 등);일반쓰레기
4045;강남구;강남대로;신사빌딩;정류소(버스, 택시 등);재활용쓰레기
4046;강남구;강남대로;신사역6번 출구;지하철역 입구;일반쓰레기
4047;강남구;강남대로;신사역6번 출구;지하철역 입구;재활용쓰레기
4048;강남구;강남대로;신사역3번 출구;지하철역 입구;일반쓰레기
4049;강남구;강남대로;신사역3번 출구;지하철역 입구;재활용쓰레기
4050;강남구;강남대로;동신빌딩;정류소(버스, 택시 등);일반쓰레기
4051;강남구;강남대로;동신빌딩;정류소(버스, 택시 등);재활용쓰레기
4052;강남구;강남대로;전기공사공제조합;도로변(횡단보도 포함);일반쓰레기
4053;강남구;강남대로;전기공사공제조합;도로변(횡단보도 포함);재활용쓰레기
4054;강남구;강남대로;원맨원B/D;정류소(버스, 택시 등);일반쓰레기
4055;강남구;강남대로;원맨원B/D;정류소(버스, 택시 등);재활용쓰레기
4056;강남구;강남대로;강남에스엠여성의원;정류소(버스, 택시 등);일반쓰레기
4057;강남구;강남대로;강남에스엠여성의원;정류소(버스, 택시 등);재활용쓰레기
4058;강남구;강남대로;HK저축은행(HK빌딩);정류소(버스, 택시 등);일반쓰레기
4059;강남구;강남대로;HK저축은행(HK빌딩);정류소(버스, 택시 등);재활용쓰레기
4060;강남구;강남대로;온누리제일그랜드약국;도로변(횡단보도 포함);일반쓰레기
4061;강남구;강남대로;온누리제일그랜드약국;도로변(횡단보도 포함);재활용쓰레기
4062;강남구;강남대로;신논현역 5번출구;지하철역 입구;일반쓰레기
4063;강남구;강남대로;신논현역 5번출구;지하철역 입구;재활용쓰레기
4064;강남구;강남대로;한국자산관리공사;정류소(버스, 택시 등);일반쓰레기
4065;강남구;강남대로;한국자산관리공사;정류소(버스, 택시 등);재활용쓰레기
4066;강남구;강남대로;ABC마트 GS강남본점;도로변(횡단보도 포함);일반쓰레기
4067;강남구;강남대로;ABC마트 GS강남본점;도로변(횡단보도 포함);재활용쓰레기
4068;강남구;강남대로;씨티약국;정류소(버스, 택시 등);일반쓰레기
4069;강남구;강남대로;씨티약국;정류소(버스, 택시 등);재활용쓰레기
4070;강남구;강남대로;뉴발란스 강남 플래그십스토어;도로변(횡단보도 포함);일반쓰레기
4071;강남구;강남대로;뉴발란스 강남 플래그십스토어;도로변(횡단보도 포함);재활용쓰레기
4072;강남구;강남대로;YBM어학원 강남센터;도로변(횡단보도 포함);일반쓰레기
4073;강남구;강남대로;YBM어학원 강남센터;도로변(횡단보도 포함);재활용쓰레기
4074;강남구;논현로;압구정역4번 출구;지하철역 입구;일반쓰레기
4075;강남구;논현로;압구정역4번 출구;지하철역 입구;재활용쓰레기
4076;강남구;논현로;브라운성형외과의원;도로변(횡단보도 포함);일반쓰레기
4077;강남구;논현로;브라운성형외과의원;도로변(횡단보도 포함);재활용쓰레기
4078;강남구;논현로;국민은행 압구정종합금융센터;정류소(버스, 택시 등);일반쓰레기
4079;강남구;논현로;국민은행 압구정종합금융센터;정류소(버스, 택시 등);재활용쓰레기
4080;강남구;논현로;하이마트 압구정점;도로변(횡단보도 포함);일반쓰레기
4081;강남구;논현로;하이마트 압구정점;도로변(횡단보도 포함);재활용쓰레기
4082;강남구;논현로;유니버스가구;정류소(버스, 택시 등);일반쓰레기
4083;강남구;논현로;유니버스가구;정류소(버스, 택시 등);재활용쓰레기
4084;강남구;논현로;더조은 병원;정류소(버스, 택시 등);일반쓰레기
4085;강남구;논현로;더조은 병원;정류소(버스, 택시 등);재활용쓰레기
4086;강남구;논현로;학동역7번 출구;지하철역 입구;일반쓰레기
4087;강남구;논현로;학동역7번 출구;지하철역 입구;재활용쓰레기
4088;강남구;논현로;학동역4번 출구;지하철역 입구;일반쓰레기
4089;강남구;논현로;학동역4번 출구;지하철역 입구;재활용쓰레기
4090;강남구;논현로;LGU+ 언주역점;정류소(버스, 택시 등);일반쓰레기
4091;강남구;논현로;LGU+ 언주역점;정류소(버스, 택시 등);재활용쓰레기
4092;강남구;논현로;기업은행 언주역지점;도로변(횡단보도 포함);일반쓰레기
4093;강남구;논현로;기업은행 언주역지점;도로변(횡단보도 포함);재활용쓰레기
4094;강남구;논현로;차병원연구소;도로변(횡단보도 포함);일반쓰레기
4095;강남구;논현로;차병원연구소;도로변(횡단보도 포함);재활용쓰레기
4096;강남구;논현로;안덕빌딩;정류소(버스, 택시 등);일반쓰레기
4097;강남구;논현로;안덕빌딩;정류소(버스, 택시 등);재활용쓰레기
4098;강남구;논현로;배민라이더스 남부센터;도로변(횡단보도 포함);일반쓰레기
4099;강남구;논현로;배민라이더스 남부센터;도로변(횡단보도 포함);재활용쓰레기
4100;강남구;논현로;마린텍;도로변(횡단보도 포함);일반쓰레기
4101;강남구;논현로;마린텍;도로변(횡단보도 포함);재활용쓰레기
4102;강남구;논현로;수협은행 강남기업금융센터;정류소(버스, 택시 등);일반쓰레기
4103;강남구;논현로;수협은행 강남기업금융센터;정류소(버스, 택시 등);재활용쓰레기
4104;강남구;논현로;GS빌딩;정류소(버스, 택시 등);일반쓰레기
4105;강남구;논현로;GS빌딩;정류소(버스, 택시 등);재활용쓰레기
4106;강남구;논현로;온누리건강약국(온누리빌딩);도로변(횡단보도 포함);일반쓰레기
4107;강남구;논현로;온누리건강약국(온누리빌딩);도로변(횡단보도 포함);재활용쓰레기
4108;강남구;논현로;문화빌딩;정류소(버스, 택시 등);일반쓰레기
4109;강남구;논현로;문화빌딩;정류소(버스, 택시 등);재활용쓰레기
4110;강남구;논현로;언주역 3번출구;지하철역 입구;일반쓰레기
4111;강남구;논현로;언주역 3번출구;지하철역 입구;재활용쓰레기
4112;강남구;논현로;이자카야찬;도로변(횡단보도 포함);일반쓰레기
4113;강남구;논현로;이자카야찬;도로변(횡단보도 포함);재활용쓰레기
4114;강남구;논현로;스타벅스 논현힐탑점;정류소(버스, 택시 등);일반쓰레기
4115;강남구;논현로;스타벅스 논현힐탑점;정류소(버스, 택시 등);재활용쓰레기
4116;강남구;논현로;학동역3번 출구;지하철역 입구;일반쓰레기
4117;강남구;논현로;학동역3번 출구;지하철역 입구;재활용쓰레기
4118;강남구;논현로;아이케슬;정류소(버스, 택시 등);일반쓰레기
4119;강남구;논현로;아이케슬;정류소(버스, 택시 등);재활용쓰레기
4120;강남구;논현로;국제모피;도로변(횡단보도 포함);일반쓰레기
4121;강남구;논현로;국제모피;도로변(횡단보도 포함);재활용쓰레기
4122;강남구;논현로;로뎀빌딩;도로변(횡단보도 포함);일반쓰레기
4123;강남구;논현로;로뎀빌딩;도로변(횡단보도 포함);재활용쓰레기
4124;강남구;논현로;농협 압구정역지점;정류소(버스, 택시 등);일반쓰레기
4125;강남구;논현로;농협 압구정역지점;정류소(버스, 택시 등);재활용쓰레기
4126;강남구;논현로;압구정역3번 출구;지하철역 입구;일반쓰레기
4127;강남구;논현로;압구정역3번 출구;지하철역 입구;재활용쓰레기
4128;강남구;논현로;압구정역2번 출구;지하철역 입구;일반쓰레기
4129;강남구;논현로;압구정역2번 출구;지하철역 입구;재활용쓰레기
4130;강남구;"현대길 압구정로29길)";현대아파트 203동;도로변(횡단보도 포함);일반쓰레기
4131;강남구;"현대길 압구정로29길)";현대아파트 203동;도로변(횡단보도 포함);재활용쓰레기
4132;강남구;"현대길 압구정로29길)";현대아파트 79동;도로변(횡단보도 포함);일반쓰레기
4133;강남구;"현대길 압구정로29길)";현대아파트 79동;도로변(횡단보도 포함);재활용쓰레기
4134;강남구;"현대길 압구정로29길)";현대아파트 211동;도로변(횡단보도 포함);일반쓰레기
4135;강남구;"현대길 압구정로29길)";현대아파트 211동;도로변(횡단보도 포함);재활용쓰레기
4136;강남구;"현대길 압구정로29길)";현대아파트 71동;도로변(횡단보도 포함);일반쓰레기
4137;강남구;"현대길 압구정로29길)";현대아파트 71동;도로변(횡단보도 포함);재활용쓰레기
4138;강남구;언주로;압구정중고;정류소(버스, 택시 등);일반쓰레기
4139;강남구;언주로;압구정중고;정류소(버스, 택시 등);재활용쓰레기
4140;강남구;언주로;라움;도로변(횡단보도 포함);일반쓰레기
4141;강남구;언주로;라움;도로변(횡단보도 포함);재활용쓰레기
4142;강남구;언주로;글로벌뱅앤올룹슨;도로변(횡단보도 포함);일반쓰레기
4143;강남구;언주로;글로벌뱅앤올룹슨;도로변(횡단보도 포함);재활용쓰레기
4144;강남구;언주로;마스터빌딩;도로변(횡단보도 포함);일반쓰레기
4145;강남구;언주로;마스터빌딩;도로변(횡단보도 포함);재활용쓰레기
4146;강남구;언주로;서울세관;도로변(횡단보도 포함);일반쓰레기
4147;강남구;언주로;서울세관;도로변(횡단보도 포함);재활용쓰레기
4148;강남구;언주로;신한은행 영동지점;정류소(버스, 택시 등);일반쓰레기
4149;강남구;언주로;신한은행 영동지점;정류소(버스, 택시 등);재활용쓰레기
4150;강남구;언주로;올리브영 세관사거리점;도로변(횡단보도 포함);일반쓰레기
4151;강남구;언주로;올리브영 세관사거리점;도로변(횡단보도 포함);재활용쓰레기
4152;강남구;언주로;포스코주택전시관;정류소(버스, 택시 등);일반쓰레기
4153;강남구;언주로;포스코주택전시관;정류소(버스, 택시 등);재활용쓰레기
4154;강남구;언주로;강남지인병원;도로변(횡단보도 포함);일반쓰레기
4155;강남구;언주로;강남지인병원;도로변(횡단보도 포함);재활용쓰레기
4156;강남구;언주로;강남 YMCA(논현동225-6);정류소(버스, 택시 등);일반쓰레기
4157;강남구;언주로;강남 YMCA(논현동225-6);정류소(버스, 택시 등);재활용쓰레기
4158;강남구;언주로;스포월드;정류소(버스, 택시 등);일반쓰레기
4159;강남구;언주로;스포월드;정류소(버스, 택시 등);재활용쓰레기
4160;강남구;언주로;르노삼성자동차 강남지점;도로변(횡단보도 포함);일반쓰레기
4161;강남구;언주로;르노삼성자동차 강남지점;도로변(횡단보도 포함);재활용쓰레기
4162;강남구;언주로;영동전화국;정류소(버스, 택시 등);일반쓰레기
4163;강남구;언주로;영동전화국;정류소(버스, 택시 등);재활용쓰레기
4164;강남구;언주로;역삼②지하보도(테헤란로301);기타(지하보도 앞);일반쓰레기
4165;강남구;언주로;역삼②지하보도(테헤란로301);기타(지하보도 앞);재활용쓰레기
4166;강남구;언주로;서울 전통 육개장;정류소(버스, 택시 등);일반쓰레기
4167;강남구;언주로;서울 전통 육개장;정류소(버스, 택시 등);재활용쓰레기
